english_word,word_class,level,verb_transitivity,hindi_translation,urdu_translation,hindi_transliteration,urdu_transliteration
allegation,noun,c1,,आरोप (m) / इल्ज़ाम (m) / अभियोग (m),इल्ज़ाम (m) / आरोप (m) / इल्ज़ाम-तराशी (f),ārōp (m) / ilzām (m) / abhiyōg (m),ilzām (m) / ārōp (m) / ilzām-tarāśī (f)
allegedly,adverb,c1,,कथित तौर पर / कहा जाता है कि / आरोप के अनुसार,कथित तौर पर / इल्ज़ामन / कहा जाता है कि,kathit taur par / kahā jātā hai ki / ārōp kē anusār,kathit taur par / ilzāman / kahā jātā hai ki
alliance (union or consortium),noun,c1,,गठबंधन (m) / संघ (m) / मैत्री (f),इत्तिहाद (m) / गठबंधन (m) / इत्तिफ़ाक़ (m) / रब्त (m),gaṭhabaṁdhan (m) / saṁgh (m) / maitrī (f),ittihād (m) / gaṭhabaṁdhan (m) / ittifāq (m) / rabt (m)
allied nation,noun,c1,,मित्र राष्ट्र (m) / सहयोगी राष्ट्र (m),इत्तिहादी मुल्क (m) / सहयोगी मुल्क (m) / दोस्त मुल्क (m),mitr rāṣṭr (m) / sahayōgī rāṣṭr (m),ittihādī mulk (m) / sahayōgī mulk (m) / dōst mulk (m)
allocation (share or quota received),noun,c1,,हिस्सा (m) / कोटा (m) / आबंटन (m) / नियतन (m),हिस्सा (m) / कोटा (m) / तख़्सीस (f) / आबंटन (m),hissā (m) / kōṭā (m) / ābaṁṭan (m) / niyatan (m),hissā (m) / kōṭā (m) / tak͟hsīs (f) / ābaṁṭan (m)
allowance (financial stipend),noun,c1,,भत्ता (m) / वज़ीफ़ा (m) / निर्वाह भत्ता (m),भत्ता (m) / वज़ीफ़ा (m) / माली इमदाद (f),bhattā (m) / vazīfā (m) / nirvāh bhattā (m),bhattā (m) / vazīfā (m) / mālī imadād (f)
allowance (limit or permitted quota),noun,c1,,छूट (f) / सीमा (f) / अनुमति (f),छूट (f) / इजाज़त (f) / हद (f) / गुंजाइश (f),chūṭa (f) / sīmā (f) / anumati (f),chūṭa (f) / ijāzat (f) / had (f) / guṁjāiśa (f)
"ally (nation, political partner)",noun,c1,,सहयोगी (m) / मित्र (m) / साथी (m) / इत्तिहादी (m),इत्तिहादी (m) / सहयोगी (m) / दोस्त (m) / रफ़ीक़ (m),sahayōgī (m) / mitr (m) / sāthī (m) / ittihādī (m),ittihādī (m) / sahayōgī (m) / dōst (m) / rafīq (m)
ally (supporter of marginalized group),noun,c1,,समर्थक (m) / सहयोगी (m) / हमदर्द (m),हमदर्द (m) / हिमायती (m) / सहयोगी (m),samarthak (m) / sahayōgī (m) / hamadard (m),hamadard (m) / himāyatī (m) / sahayōgī (m)
aluminium,noun,c1,,एल्यूमीनियम (m) / ऐल्युमिनियम (m),एल्यूमीनियम (m) / ऐल्युमिनियम (m),ēlyūmīniyam (m) / ailyuminiyam (m),ēlyūmīniyam (m) / ailyuminiyam (m)
amateur (incompetent person),noun,c1,,नौसिखिया (m) / अनाड़ी (m) / अपटु (m),नौसिखिया (m) / अनाड़ी (m) / नाअहल (m) / कच्चा खिलाड़ी (m),nausikhiyā (m) / anāṛī (m) / apaṭu (m),nausikhiyā (m) / anāṛī (m) / nāahal (m) / kaccā khilāṛī (m)
amateur (non-professional),adjective,c1,,शौक़िया / ग़ैर-पेशेवर / अव्यावसायिक,शौक़िया / ग़ैर-पेशेवर / ग़ैर-मुहतरिफ़,śauqiyā / ġair-pēśēvar / avyāvasāyik,śauqiyā / ġair-pēśēvar / ġair-muhatarif
amateur (unskilled),adjective,c1,,अनाड़ी / अदक्ष / अप्रवीण,अनाड़ी / नाक़ाबिल / बेहुनर,anāṛī / adakṣa / apravīṇa,anāṛī / nāqābil / bēhunar
"ambassador (brand, goodwill)",noun,c1,,ब्रांड एंबेसडर (f) / सद्भावना दूत (m) / प्रतिनिधि (m),ब्रांड एंबेसडर (f) / सफीर (m) / नुमाइंदा (m),brāṁḍa ēṁbēsaḍar (f) / sadbhāvanā dūt (m) / pratinidhi (m),brāṁḍa ēṁbēsaḍar (f) / saphīr (m) / numāiṁdā (m)
ambassador (diplomatic),noun,c1,,राजदूत (m) / एंबेसडर (m),सफीर (m) / राजदूत (m),rājadūt (m) / ēṁbēsaḍar (m),saphīr (m) / rājadūt (m)
ambassador (representative),noun,c1,,प्रतिनिधि (m) / नुमाइंदा (m) / दूत (m),नुमाइंदा (m) / प्रतिनिधि (m) / सफीर (m),pratinidhi (m) / numāiṁdā (m) / dūt (m),numāiṁdā (m) / pratinidhi (m) / saphīr (m)
amendment,noun,c1,,संशोधन (m) / सुधार (m),तरमीम (f) / इस्लाह (f) / संशोधन (m),saṁśōdhan (m) / sudhār (m),taramīm (f) / islāh (f) / saṁśōdhan (m)
amid (during a condition or event),preposition,c1,,के बीच / के दौरान / के मध्य,के बीच / के दौरान / के दरमियान,kē bīc / kē daurān / kē madhy,kē bīc / kē daurān / kē daramiyān
analogy,noun,c1,,सादृश्य (m) / उपमा (f) / समानता (f),तशबीह (f) / मिसाल (f) / सादृश्य (m),sādr̥śy (m) / upamā (f) / samānatā (f),taśabīh (f) / misāl (f) / sādr̥śy (m)
"anchor (broadcast, news presenter)",noun,c1,,एंकर (m/f) / समाचार प्रस्तुतकर्ता (m/f) / उद्घोषक (m),एंकर (m/f) / मेज़बान (m/f) / समाचार प्रस्तुतकर्ता (m/f),ēṁkar (m/f) / samācār prastutakartā (m/f) / udghōṣak (m),ēṁkar (m/f) / mēzabān (m/f) / samācār prastutakartā (m/f)
angel (investor),noun,c1,,एंजेल निवेशक (m) / देवदूत निवेशक (m),एंजेल इन्वेस्टर (m) / सरमायाकार (m),ēṁjēl nivēśak (m) / dēvadūt nivēśak (m),ēṁjēl invēsṭar (m) / saramāyākār (m)
angel (kind person),noun,c1,,देवदूत (m) / फ़रिश्ता (m) / नेक इंसान (m),फ़रिश्ता (m) / नेक इंसान (m) / देवदूत (m),dēvadūt (m) / fariśtā (m) / nēk iṁsān (m),fariśtā (m) / nēk iṁsān (m) / dēvadūt (m)
anonymous,adjective,c1,,गुमनाम / बेनाम / अज्ञात,गुमनाम / बेनाम / लावारिस,gumanām / bēnām / ajñāt,gumanām / bēnām / lāvāris
apparatus (equipment),noun,c1,,उपकरण (m) / यंत्र (m) / साज-सामान (m),आला (m) / उपकरण (m) / साज़-ओ-सामान (m),upakaraṇa (m) / yaṁtr (m) / sāj-sāmān (m),ālā (m) / upakaraṇa (m) / sāz-ō-sāmān (m)
apparatus (system),noun,c1,,तंत्र (m) / प्रणाली (f) / व्यवस्था (f),निज़ाम (m) / तंत्र (m) / प्रणाली (f) / व्यवस्था (f),taṁtr (m) / praṇālī (f) / vyavasthā (f),nizām (m) / taṁtr (m) / praṇālī (f) / vyavasthā (f)
appealing,adjective,c1,,आकर्षक / लुभावना / मनमोहक,दिलकश / जाज़िब / दिलरुबा,ākarṣak / lubhāvanā / manamōhak,dilakaśa / jāzib / dilarubā
appetite (for food),noun,c1,,भूख (f) / रुचि (f) / क्षुधा (f),भूख (f) / इश्तहा (f),bhūkh (f) / ruci (f) / kṣudhā (f),bhūkh (f) / iśtahā (f)
"appetite (strong desire, zest)",noun,c1,,इच्छा (f) / लालसा (f) / उमंग (f),ख़्वाहिश (f) / आरज़ू (f) / लगन (f) / उमंग (f),icchā (f) / lālasā (f) / umaṁg (f),k͟hvāhiśa (f) / ārazū (f) / lagan (f) / umaṁg (f)
applicable,adjective,c1,,लागू / प्रयोज्य / प्रासंगिक,लागू / मुतअल्लिक़ / क़ाबिल-ए-इतलाक़,lāgū / prayōjy / prāsaṁgik,lāgū / mutaalliq / qābil-ē-italāq
appreciation (increase in financial value),noun,c1,,मूल्य वृद्धि (f) / बढ़ोतरी (f) / क़ीमत में इज़ाफ़ा (m),क़ीमत में इज़ाफ़ा (m) / बढ़ोतरी (f) / अफ़्ज़ाइश (f),mūly vr̥ddhi (f) / baṛhōtarī (f) / qīmat mēṁ izāfā (m),qīmat mēṁ izāfā (m) / baṛhōtarī (f) / afzāiśa (f)
appreciation (understanding of value),noun,c1,,सराहना (f) / क़द्रदानी (f) / मूल्यांकन (m),क़द्रदानी (f) / सराहना (f) / तह्सीन (f) / इस्तह्सान (m),sarāhanā (f) / qadradānī (f) / mūlyāṁkan (m),qadradānī (f) / sarāhanā (f) / tahsīn (f) / istahsān (m)
arbitrary (of power or rule),adjective,c1,,मनमाना / स्वेच्छाचारी / निरंकुश,मनमाना / ख़ुदमुख़्तार / ज़ालिमाना,manamānā / svēcchācārī / niraṁkuśa,manamānā / k͟hudamuk͟htār / zālimānā
architectural,adjective,c1,,वास्तुशिल्प संबंधी / स्थापत्य संबंधी / वास्तुकला संबंधी,मेमारी / तामीराती / वास्तुशिल्प संबंधी,vāstuśilp saṁbaṁdhī / sthāpaty saṁbaṁdhī / vāstukalā saṁbaṁdhī,mēmārī / tāmīrātī / vāstuśilp saṁbaṁdhī
archive (digital file),noun,c1,,आर्काइव (m) / संग्रह (m) / अभिलेखागार (m),आर्काइव (m) / महफ़ूज़ शुदा फ़ाइल (f) / दस्तावेज़ात (m),ārkāiv (m) / saṁgrah (m) / abhilēkhāgār (m),ārkāiv (m) / mahafūz śudā fāil (f) / dastāvēzāt (m)
arena (physical venue),noun,c1,,अखाड़ा (m) / मैदान (m) / रंगभूमि (f),अखाड़ा (m) / मैदान (m) / अरीना (m),akhāṛā (m) / maidān (m) / raṁgabhūmi (f),akhāṛā (m) / maidān (m) / arīnā (m)
arena (sphere of activity),noun,c1,,क्षेत्र (m) / दायरा (m) / कार्यक्षेत्र (m),मैदान (m) / दायरा (m) / शोबा (m),kṣētr (m) / dāyarā (m) / kāryakṣētr (m),maidān (m) / dāyarā (m) / śōbā (m)
arguably,adverb,c1,,शायद / संभवतः / तर्कसंगत रूप से,शायद / मुमकिन है कि / क़ाबिल-ए-बहस तौर पर,śāyad / saṁbhavataḥ / tarkasaṁgat rūp sē,śāyad / mumakin hai ki / qābil-ē-bahas taur par
array (collection),noun,c1,,संग्रह (m) / ढेर (m) / श्रृंखला (f),संग्रह (m) / ढेर (m) / तरतीब (f),saṁgrah (m) / ḍhēr (m) / śrr̥ṁkhalā (f),saṁgrah (m) / ḍhēr (m) / taratīb (f)
array (data structure),noun,c1,,ऐरे (m) / सारणी (f) / क्रमबद्ध सूची (f),ऐरे (m) / सारणी (f) / तरतीबशुदा फ़ेहरिस्त (f),airē (m) / sāraṇī (f) / kramabaddh sūcī (f),airē (m) / sāraṇī (f) / taratībaśudā fēharist (f)
as a courtesy,noun,c1,,शिष्टाचार के तौर पर / लिहाज़ के तौर पर / सौजन्यवश,लिहाज़ के तौर पर / अदब से / इख़्लाक़न,śiṣṭācār kē taur par / lihāz kē taur par / saujanyavaśa,lihāz kē taur par / adab sē / ik͟hlāqan
"ash (sacred, ritual powder)",noun,c1,,भस्म (f) / राख (f) / विभूति (f),राख (f) / भस्म (f) / ख़ाक (f),bhasm (f) / rākh (f) / vibhūti (f),rākh (f) / bhasm (f) / k͟hāk (f)
"aspiration (medical, breathing)",noun,c1,,एस्पिरेशन (m) / अंतःश्वसन (m) / श्वास लेना (m),एस्पिरेशन (m) / साँस लेना (m) / दम खींचना (m),ēspirēśan (m) / aṁtaḥśvasan (m) / śvās lēnā (m),ēspirēśan (m) / sām̐s lēnā (m) / dam khīṁcanā (m)
assassination,noun,c1,,हत्या (f) / क़त्ल (m) / राजनीतिक हत्या (f),क़त्ल (m) / हत्या (f) / सियासी क़त्ल (m),hatyā (f) / qatl (m) / rājanītik hatyā (f),qatl (m) / hatyā (f) / siyāsī qatl (m)
assault (military offensive),noun,c1,,हमला (m) / चढ़ाई (f) / आक्रमण (m),हमला (m) / चढ़ाई (f) / यूरिश (f),hamalā (m) / caṛhāī (f) / ākramaṇa (m),hamalā (m) / caṛhāī (f) / yūriśa (f)
assembly (act of joining parts),noun,c1,,जोड़ (m) / संयोजन (m) / संकलन (m),जोड़ (m) / तरतीब (f) / तश्कील (f),jōṛa (m) / saṁyōjan (m) / saṁkalan (m),jōṛa (m) / taratīb (f) / taśkīl (f)
assembly (legislative body),noun,c1,,असेंबली (f) / विधानसभा (f) / सभा (f),असेंबली (f) / मज़लिस (f) / विधानसभा (f),asēṁbalī (f) / vidhānasabhā (f) / sabhā (f),asēṁbalī (f) / mazalis (f) / vidhānasabhā (f)
assertion (of rights or authority),noun,c1,,दावा (m) / दृढ़ता (f) / प्रतिपादन (m),दावा (m) / इक़रार (m) / तस्दीक़ (f),dāvā (m) / dr̥ṛhatā (f) / pratipādan (m),dāvā (m) / iqarār (m) / tasdīq (f)
assertion (statement or claim),noun,c1,,दावा (m) / बयान (m) / कथन (m),दावा (m) / बयान (m) / इक़रार (m),dāvā (m) / bayān (m) / kathan (m),dāvā (m) / bayān (m) / iqarār (m)
"assurance (guarantee, promise)",noun,c1,,भरोसा (m) / गारंटी (f) / आश्वासन (m),यक़ीन (m) / इत्मीनान (m) / ज़मानत (f),bharōsā (m) / gāraṁṭī (f) / āśvāsan (m),yaqīn (m) / itmīnān (m) / zamānat (f)
