english_word,word_class,tamil_translation,transliteration,verb_transitivity,level
"bureaucracy (excessive red tape, slowness)",noun,அதிகாரத்துவம் / நிர்வாக தாமதம் / நடைமுறைச் சிக்கல்,atikārattuvam / nirvāka tāmatam / naṭaimuṟaic cikkal,,c1
bureaucracy (red tape),noun,நடைமுறைச் சிக்கல் / அதிகாரத்துவச் சிக்கல்,naṭaimuṟaic cikkal / atikārattuvac cikkal,,c1
bureaucracy (system of administration),noun,நிர்வாக அமைப்பு / அரசு நிர்வாகம்,nirvāka amaippu / aracu nirvākam,,c1
burial (funeral ceremony),noun,இறுதிச்சடங்கு / ஈமச்சடங்கு / நல்லடக்கம்,iṟuticcaṭaṅku / īmaccaṭaṅku / nallaṭakkam,,c1
burial (physical interment),noun,புதைத்தல் / அடக்கம் / நல்லடக்கம்,putaittal / aṭakkam / nallaṭakkam,,c1
"business scheme, plan",noun,வணிகத் திட்டம் / வணிக உத்தி / திட்டம்,vaṇikat tiṭṭam / vaṇika utti / tiṭṭam,,c1
cabinet (political body),noun,அமைச்சரவை,amaiccaravai,,c1
cabinet (storage unit),noun,அலமாரி / பீரோ,alamāri / pīrō,,c1
calculation (strategic planning),noun,கணக்கீடு / வியூகம் / திட்டமிடல்,kaṇakkīṭu / viyūkam / tiṭṭamiṭal,,c1
"canvas (for painting, art)",noun,கேன்வாஸ் / ஓவியத் துணி,kēṉvās / ōviyat tuṇi,,c1
"canvas (metaphorical framework, scope)",noun,களம் / பரப்பு / எல்லை,kaḷam / parappu / ellai,,c1
capability (strategic resource or function),noun,திறன் / ஆற்றல் / வளம்,tiṟaṉ / āṟṟal / vaḷam,,c1
capitalism,noun,முதலாளித்துவம்,mutalāḷittuvam,,c1
capitalist,adjective,முதலாளித்துவ,mutalāḷittuva,,c1
cargo,noun,சரக்கு / சுமை,carakku / cumai,,c1
carriage (bearing or posture),noun,நடை / தோரணை / பாங்கு,naṭai / tōraṇai / pāṅku,,c1
carriage (train coach),noun,ரயில் பெட்டி / பெட்டி,rayil peṭṭi / peṭṭi,,c1
casino,noun,சூதாட்ட விடுதி / கேசினோ,cūtāṭṭa viṭuti / kēciṉō,,c1
casualty (loss or damage),noun,இழப்பு / சேதம்,iḻappu / cētam,,c1
casualty (person injured or killed),noun,உயிரிழப்பு / பாதிக்கப்பட்டவர் / காயமடைந்தவர்,uyiriḻappu / pātikkappaṭṭavar / kāyamaṭaintavar,,c1
cattle,noun,கால்நடை / மாடு,kālnaṭai / māṭu,,c1
caution (warning),noun,எச்சரிக்கை / முன்னெச்சரிக்கை,eccarikkai / muṉṉeccarikkai,,c1
cautious (prudent or discerning),adjective,விவேகமான / எச்சரிக்கையான / கவனமான,vivēkamāṉa / eccarikkaiyāṉa / kavaṉamāṉa,,c1
cautious (wary or suspicious),adjective,எச்சரிக்கையான / சந்தேகப்படும் / கவனமான,eccarikkaiyāṉa / cantēkappaṭum / kavaṉamāṉa,,c1
cemetery (cremation ground),noun,சுடுகாடு / மயானம்,cuṭukāṭu / mayāṉam,,c1
cemetery (graveyard),noun,இடுகாடு / கல்லறைத் தோட்டம் / மயானம்,iṭukāṭu / kallaṟait tōṭṭam / mayāṉam,,c1
chamber (formal room),noun,அறை / மண்டபம் / கூடம்,aṟai / maṇṭapam / kūṭam,,c1
chamber (internal cavity),noun,குழி / அறை / உள்ளறை,kuḻi / aṟai / uḷḷaṟai,,c1
chamber (legislative assembly),noun,அவை / சட்டமன்ற அரங்கம்,avai / caṭṭamaṉṟa araṅkam,,c1
chaos (anarchy),noun,குழப்பம் / அராஜகம் / சீர்குலைவு,kuḻappam / arājakam / cīrkulaivu,,c1
"charm (appeal, attractiveness)",noun,கவர்ச்சி / வசீகரம் / எழில்,kavarcci / vacīkaram / eḻil,,c1
charm (good luck amulet),noun,தாயத்து / அதிர்ஷ்டக் கல்,tāyattu / atirṣṭak kal,,c1
"charter (document, constitution)",noun,சாசனம் / பட்டயம்,cācaṉam / paṭṭayam,,c1
"charter (lease, hiring agreement)",noun,வாடகை ஒப்பந்தம் / குத்தகை ஒப்பந்தம்,vāṭakai oppantam / kuttakai oppantam,,c1
"chronic (habitual, inveterate)",adjective,நீண்டகால / விடாத / தீராத,nīṇṭakāla / viṭāta / tīrāta,,c1
chronic (illness or condition),adjective,நாள்பட்ட / தீராத,nāḷpaṭṭa / tīrāta,,c1
"chunk (large amount, portion)",noun,பெரும் பகுதி / துண்டு,perum pakuti / tuṇṭu,,c1
chunk (piece of material),noun,துண்டு / பெரிய துண்டு,tuṇṭu / periya tuṇṭu,,c1
circulation (blood/fluid movement),noun,சுழற்சி / இரத்த ஓட்டம்,cuḻaṟci / iratta ōṭṭam,,c1
"circulation (movement, flow)",noun,சுழற்சி / ஓட்டம்,cuḻaṟci / ōṭṭam,,c1
circulation (publication count),noun,விநியோகம் / புழக்கம்,viniyōkam / puḻakkam,,c1
citizenship,noun,குடியுரிமை,kuṭiyurimai,,c1
civic (relating to citizen duty),adjective,குடிமை / குடிமக்கள் கடமை சார்ந்த,kuṭimai / kuṭimakkaḷ kaṭamai cārnta,,c1
civic (relating to city administration),adjective,நகர்ப்புற / மாநகராட்சி சார்ந்த,nakarppuṟa / mānakarāṭci cārnta,,c1
civilian,noun,பொதுமக்கள் / குடிமகன்,potumakkaḷ / kuṭimakaṉ,,c1
civilian (person),adjective,குடிமை சார்ந்த / இராணுவமற்ற,kuṭimai cārnta / irāṇuvamaṟṟa,,c1
clarity,noun,தெளிவு / வெளிப்படைத்தன்மை,teḷivu / veḷippaṭaittaṉmai,,c1
clash (of colors or styles),noun,முரண்பாடு / ஒவ்வாமை,muraṇpāṭu / ovvāmai,,c1
clash (scheduling conflict),noun,கால அட்டவணை மோதல் / மோதல்,kāla aṭṭavaṇai mōtal / mōtal,,c1
clash (violent confrontation),noun,மோதல் / சண்டை / கைகலப்பு,mōtal / caṇṭai / kaikalappu,,c1
classification,noun,வகைப்பாடு / பகுப்பு,vakaippāṭu / pakuppu,,c1
clinical (detached),adjective,உணர்ச்சியற்ற / புறநிலையான,uṇarcciyaṟṟa / puṟanilaiyāṉa,,c1
clinical (medical),adjective,மருத்துவமனை சார்ந்த / மருத்துவ,maruttuvamaṉai cārnta / maruttuva,,c1
closure (emotional resolution),noun,மன அமைதி / மன நிறைவு / ஒரு முடிவு,maṉa amaiti / maṉa niṟaivu / oru muṭivu,,c1
closure (physical closing),noun,மூடல் / மூடுதல் / மூடிய நிலை,mūṭal / mūṭutal / mūṭiya nilai,,c1
"cluster (abstract, technical)",noun,தொகுதி / கூட்டம் / திரள்,tokuti / kūṭṭam / tiraḷ,,c1
coalition,noun,கூட்டணி / கூட்டு,kūṭṭaṇi / kūṭṭu,,c1
coastal,adjective,கடலோர / கடற்கரை சார்ந்த,kaṭalōra / kaṭaṟkarai cārnta,,c1
cocktail (mixed drink),noun,காக்டெய்ல் / கலவை பானம்,kākṭeyl / kalavai pāṉam,,c1
"cocktail (party, event)",noun,காக்டெய்ல் விருந்து / வரவேற்பு நிகழ்ச்சி,kākṭeyl viruntu / varavēṟpu nikaḻcci,,c1
cognitive,adjective,அறிவாற்றல் சார்ந்த / அறிதல் சார்ந்த,aṟivāṟṟal cārnta / aṟital cārnta,,c1
"collaboration (teamwork, partnership)",noun,ஒத்துழைப்பு / கூட்டுப்பணி / கூட்டு முயற்சி,ottuḻaippu / kūṭṭuppaṇi / kūṭṭu muyaṟci,,c1
"collaboration (with the enemy, collusion)",noun,துரோக ஒத்துழைப்பு / சதி / கூட்டுச் சதி,turōka ottuḻaippu / cati / kūṭṭuc cati,,c1
collective,adjective,கூட்டு / ஒட்டுமொத்த,kūṭṭu / oṭṭumotta,,c1
"collision (clash of interests, ideas)",noun,மோதல் / கருத்து வேறுபாடு / முரண்பாடு,mōtal / karuttu vēṟupāṭu / muraṇpāṭu,,c1
collision (physical impact),noun,மோதல் / விபத்து / இடித்தல்,mōtal / vipattu / iṭittal,,c1
collusion,noun,சதி / கூட்டுச் சதி / ரகசிய உடன்பாடு,cati / kūṭṭuc cati / rakaciya uṭaṉpāṭu,,c1
colonial,adjective,காலனித்துவ / காலனி ஆதிக்க,kālaṉittuva / kālaṉi ātikka,,c1
columnist,noun,பத்தி எழுத்தாளர் / கட்டுரையாளர்,patti eḻuttāḷar / kaṭṭuraiyāḷar,,c1
combat,noun,போர் / சண்டை / மோதல்,pōr / caṇṭai / mōtal,,c1
"commentary (live broadcast, narration)",noun,வர்ணனை / நேரடி வர்ணனை,varṇaṉai / nēraṭi varṇaṉai,,c1
commentary (written analysis),noun,விமர்சனம் / விளக்கம் / ஆய்வுரை,vimarcaṉam / viḷakkam / āyvurai,,c1
"commentator (academic, textual analyst)",noun,விமர்சகர் / ஆய்வாளர்,vimarcakar / āyvāḷar,,c1
commerce,noun,வணிகம் / வர்த்தகம் / வியாபாரம்,vaṇikam / varttakam / viyāpāram,,c1
commissioner,noun,ஆணையர்,āṇaiyar,,c1
commodity,noun,பண்டம் / பொருள்,paṇṭam / poruḷ,,c1
communist (person),adjective,கம்யூனிச / பொதுவுடைமை,kamyūṉica / potuvuṭaimai,,c1
companion (associate or partner in activity),noun,தோழர் / துணை / நண்பர்,tōḻar / tuṇai / naṇpar,,c1
companion (life partner),noun,துணை / வாழ்க்கைத் துணை,tuṇai / vāḻkkait tuṇai,,c1
comparable (equivalent),adjective,ஒப்பிடக்கூடிய / நிகரான / இணையான,oppiṭakkūṭiya / nikarāṉa / iṇaiyāṉa,,c1
"compassion (profound, deep)",noun,கருணை / இரக்கம் / பேரிரக்கம் / அருள்,karuṇai / irakkam / pērirakkam / aruḷ,,c1
"compelling (attractive, interesting)",adjective,கவர்ச்சிகரமான / சுவாரசியமான / ஈர்க்கக்கூடிய,kavarccikaramāṉa / cuvāraciyamāṉa / īrkkakkūṭiya,,c1
compelling (fascinating),adjective,வசீகரிக்கும் / மனதை ஈர்க்கும் / மயக்கும்,vacīkarikkum / maṉatai īrkkum / mayakkum,,c1
"compelling (irrefutable, necessary)",adjective,மறுக்க முடியாத / அவசியமான / கட்டாயமான,maṟukka muṭiyāta / avaciyamāṉa / kaṭṭāyamāṉa,,c1
compelling (necessary),adjective,அவசியமான / கட்டாயமான / இன்றியமையாத,avaciyamāṉa / kaṭṭāyamāṉa / iṉṟiyamaiyāta,,c1
"compensation (general, for loss)",noun,இழப்பீடு / நஷ்ட ஈடு / பரிகாரம்,iḻappīṭu / naṣṭa īṭu / parikāram,,c1
"compensation (salary, remuneration)",noun,ஊதியம் / சம்பளம் / பிரதிபலன்,ūtiyam / campaḷam / piratipalaṉ,,c1
competence,noun,திறமை / தகுதி / ஆற்றல் / வல்லமை,tiṟamai / takuti / āṟṟal / vallamai,,c1
competent (legally),adjective,தகுதியான / சட்டப்படி தகுதியுள்ள / அதிகாரமுள்ள,takutiyāṉa / caṭṭappaṭi takutiyuḷḷa / atikāramuḷḷa,,c1
complexity,noun,சிக்கல்தன்மை / சிக்கல் / நுட்பம்,cikkaltaṉmai / cikkal / nuṭpam,,c1
compliance (adherence to rules),noun,இணக்கம் / கீழ்ப்படிதல் / விதிமுறைப் படி நடத்தல்,iṇakkam / kīḻppaṭital / vitimuṟaip paṭi naṭattal,,c1
