id,english_word,word_class,level,verb_transitivity,hindi_translation,urdu_translation,hindi_transliteration,urdu_transliteration
8643,"processing (data, computational)",noun,c1,nan,प्रोसेसिंग (f) / प्रसंस्करण (m) / संसाधन (m),प्रोसेसिंग (f) / मालूमात की तश्कील (f) / मुआलिजा (m),prōsēsiṁg (f) / prasaṁskaraṇa (m) / saṁsādhan (m),prōsēsiṁg (f) / mālūmāt kī taśkīl (f) / muālijā (m)
8644,"processing (industrial, material)",noun,c1,nan,प्रसंस्करण (m) / संसाधन (m) / प्रक्रियाकरण (m),प्रोसेसिंग (f) / तश्कील (f) / मुआलिजा (m),prasaṁskaraṇa (m) / saṁsādhan (m) / prakriyākaraṇa (m),prōsēsiṁg (f) / taśkīl (f) / muālijā (m)
8645,processor (CPU),noun,c1,nan,प्रोसेसर (m) / संसाधक (m),प्रोसेसर (m) / मुआलिज (m),prōsēsar (m) / saṁsādhak (m),prōsēsar (m) / muālij (m)
8646,processor (machine or agent),noun,c1,nan,संसाधक (m) / प्रक्रियाकर्ता (m) / प्रोसेसर (m),मुआलिज (m) / प्रोसेसर (m) / तश्कीलकार (m),saṁsādhak (m) / prakriyākartā (m) / prōsēsar (m),muālij (m) / prōsēsar (m) / taśkīlakār (m)
8647,productive,adjective,c1,nan,उत्पादक / फलदायक / लाभदायक / उपयोगी,मुफ़ीद / कारामद / पैदावारी / फलदायक,utpādak / phaladāyak / lābhadāyak / upayōgī,mufīd / kārāmad / paidāvārī / phaladāyak
8648,productivity,noun,c1,nan,उत्पादकता (f) / उत्पादन क्षमता (f) / कार्यक्षमता (f),पैदावारियत (f) / पैदावारी सलाहियत (f) / उत्पादकता (f),utpādakatā (f) / utpādan kṣamatā (f) / kāryakṣamatā (f),paidāvāriyat (f) / paidāvārī salāhiyat (f) / utpādakatā (f)
8649,profitable (beneficial),adjective,c1,nan,फ़ायदेमंद / लाभदायक / लाभकारी / हितकर,फ़ायदेमंद / मुनाफ़ा बख़्श / मुफ़ीद,fāyadēmaṁd / lābhadāyak / lābhakārī / hitakar,fāyadēmaṁd / munāfā bak͟hśa / mufīd
8650,profitable (monetary),adjective,c1,nan,फ़ायदेमंद / लाभप्रद / लाभदायक,फ़ायदेमंद / मुफ़ीद / नफ़ा-बख़्श,fāyadēmaṁd / lābhaprad / lābhadāyak,fāyadēmaṁd / mufīd / nafā-bak͟hśa
8651,"profound (deep insight, feeling)",adjective,c1,nan,गहरा / गंभीर / गहन,गहरा / अज़ीम / संजीदा,gaharā / gaṁbhīr / gahan,gaharā / azīm / saṁjīdā
8652,"profound (great impact, effect)",adjective,c1,nan,गहरा / दूरगामी / व्यापक,गहरा / अज़ीम / दूर-रस,gaharā / dūragāmī / vyāpak,gaharā / azīm / dūr-ras
8653,projection (forecast),noun,c1,nan,अनुमान (m) / पूर्वानुमान (m) / आकलन (m),अंदाज़ा (m) / तख़मीना (m) / पेशीनगोई (f),anumān (m) / pūrvānumān (m) / ākalan (m),aṁdāzā (m) / tak͟hamīnā (m) / pēśīnagōī (f)
8654,projection (protrusion),noun,c1,nan,उभार (m) / निकला हुआ भाग (m) / प्रक्षेप (m),उभार (m) / नुकीला हिस्सा (m) / बरआमदगी (f),ubhār (m) / nikalā huā bhāg (m) / prakṣēp (m),ubhār (m) / nukīlā hissā (m) / baraāmadagī (f)
8655,"prominent (important, famous)",adjective,c1,nan,मशहूर / प्रमुख / प्रतिष्ठित,मशहूर / नुमायाँ / सरबुलंद,maśahūr / pramukh / pratiṣṭhit,maśahūr / numāyām̐ / sarabulaṁd
8656,prominent (physically sticking out),adjective,c1,nan,उभरा हुआ / निकला हुआ / उन्नत,उभरा हुआ / नुमायाँ / बारज़,ubharā huā / nikalā huā / unnat,ubharā huā / numāyām̐ / bāraz
8657,pronounced (very noticeable),adjective,c1,nan,साफ़ / स्पष्ट / सुस्पष्ट,साफ़ / वाज़ेह / नुमायाँ,sāf / spaṣṭa / suspaṣṭa,sāf / vāzēh / numāyām̐
8658,propaganda,noun,c1,nan,प्रचार (m) / दुष्प्रचार (m) / प्रोपेगेंडा (m),प्रोपेगेंडा (m) / प्रचार (m) / अफ़वाह (f),pracār (m) / duṣpracār (m) / prōpēgēṁḍā (m),prōpēgēṁḍā (m) / pracār (m) / afavāh (f)
8659,proposition (business proposal),noun,c1,nan,प्रस्ताव (m) / पेशकश (f) / योजना (f),पेशकश (f) / प्रस्ताव (m) / तज्वीज़ (f),prastāv (m) / pēśakaśa (f) / yōjanā (f),pēśakaśa (f) / prastāv (m) / tajvīz (f)
8660,proposition (logical statement),noun,c1,nan,प्रस्ताव (m) / प्रतिज्ञप्ति (f),प्रस्ताव (m) / क़ौल (m) / दावा (m),prastāv (m) / pratijñapti (f),prastāv (m) / qaul (m) / dāvā (m)
8661,prosecution (the legal process),noun,c1,nan,मुक़दमा चलाना (m) / अभियोजन (m),मुक़द्दमा चलाना (m) / इल्ज़ामतराशी (f) / मुक़द्दमा (m),muqadamā calānā (m) / abhiyōjan (m),muqaddamā calānā (m) / ilzāmatarāśī (f) / muqaddamā (m)
8662,prosecution (the prosecuting body),noun,c1,nan,अभियोजन पक्ष (m),अभियोजन पक्ष (m) / मुद्दई (m),abhiyōjan pakṣa (m),abhiyōjan pakṣa (m) / muddaī (m)
8663,prosecutor,noun,c1,nan,सरकारी वकील (m) / अभियोजक (m),सरकारी वकील (m) / मुद्दई (m) / अभियोजक (m),sarakārī vakīl (m) / abhiyōjak (m),sarakārī vakīl (m) / muddaī (m) / abhiyōjak (m)
8664,prospective (future application),adjective,c1,nan,भविष्य का / भावी / आगामी,आइंदा / मुस्तक़बिल का / भावी,bhaviṣy kā / bhāvī / āgāmī,āiṁdā / mustaqabil kā / bhāvī
8665,"prospective (potential, expected)",adjective,c1,nan,होने वाला / संभावित / प्रत्याशित,मुमकिन / संभावित / मुतवक्क़ेअ,hōnē vālā / saṁbhāvit / pratyāśit,mumakin / saṁbhāvit / mutavakqēa
8666,"prosperity (abundance, flourishing)",noun,c1,nan,ख़ुशहाली (f) / समृद्धि (f) / संपन्नता (f),ख़ुशहाली (f) / तरक़्क़ी (f) / फ़ारिग़ुलबाली (f),k͟huśahālī (f) / samr̥ddhi (f) / saṁpannatā (f),k͟huśahālī (f) / taraqqī (f) / fāriġulabālī (f)
8667,"prosperity (affluence, wealth)",noun,c1,nan,दौलत (f) / धन-संपदा (f) / ऐश्वर्य (m),दौलत (f) / मालदारी (f) / सरमायादारी (f),daulat (f) / dhan-saṁpadā (f) / aiśvary (m),daulat (f) / māladārī (f) / saramāyādārī (f)
8668,protective (providing defense or shelter),adjective,c1,nan,बचाव का / रक्षात्मक / सुरक्षात्मक,हिफ़ाज़ती / बचाव का / तहफ़्फ़ुज़ी,bacāv kā / rakṣātmak / surakṣātmak,hifāzatī / bacāv kā / tahaffuzī
8669,protective (vigilant and caring),adjective,c1,nan,देखभाल करने वाला / संरक्षक / चौकस,देखभाल करने वाला / मुहाफ़िज़ / निगरां,dēkhabhāl karanē vālā / saṁrakṣak / caukas,dēkhabhāl karanē vālā / muhāfiz / nigarāṁ
8670,"protocol (etiquette, official rules)",noun,c1,nan,शिष्टाचार (m) / नियम (m) / नियमावली (f),शिष्टाचार (m) / आदाब (m) / ज़ाबिता (m),śiṣṭācār (m) / niyam (m) / niyamāvalī (f),śiṣṭācār (m) / ādāb (m) / zābitā (m)
8671,"protocol (procedure, technical standard)",noun,c1,nan,प्रोटोकॉल (m) / प्रक्रिया (f) / मानक (m),प्रोटोकॉल (m) / तरीक़ा (m) / उसूल (m),prōṭōkôl (m) / prakriyā (f) / mānak (m),prōṭōkôl (m) / tarīqā (m) / usūl (m)
8672,protrusion,noun,c1,nan,उभार (m) / निकला हुआ भाग (m) / बहिर्गमन (m),उभार (m) / नुकीला हिस्सा (m) / बरआमदगी (f),ubhār (m) / nikalā huā bhāg (m) / bahirgaman (m),ubhār (m) / nukīlā hissā (m) / baraāmadagī (f)
8673,province (administrative region),noun,c1,nan,प्रांत (m) / प्रदेश (m) / सूबा (m),सूबा (m) / प्रांत (m) / इलाक़ा (m),prāṁt (m) / pradēśa (m) / sūbā (m),sūbā (m) / prāṁt (m) / ilāqā (m)
8674,"province (domain of responsibility, expertise)",noun,c1,nan,क्षेत्र (m) / कार्यक्षेत्र (m) / अधिकार क्षेत्र (m),दायरा (m) / इख़्तियार (m) / महदूदियत (f),kṣētr (m) / kāryakṣētr (m) / adhikār kṣētr (m),dāyarā (m) / ik͟htiyār (m) / mahadūdiyat (f)
8675,provincial (administrative),adjective,c1,nan,प्रांतीय / प्रादेशिक / सूबाई,सूबाई / प्रांतीय / इलाक़ाई,prāṁtīy / prādēśik / sūbāī,sūbāī / prāṁtīy / ilāqāī
8676,provincial (unsophisticated),adjective,c1,nan,देहाती / ग्रामीण / संकीर्ण,देहाती / गँवार / संकीर्ण ज़ेहन,dēhātī / grāmīṇa / saṁkīrṇa,dēhātī / gam̐vār / saṁkīrṇa zēhan
8677,"provision (stipulation, clause)",noun,c1,nan,शर्त (f) / प्रावधान (m) / उपबंध (m),शर्त (f) / दफ़ा (f) / बंदिश (f),śart (f) / prāvadhān (m) / upabaṁdh (m),śart (f) / dafā (f) / baṁdiśa (f)
8678,"provision (supplies, stock)",noun,c1,nan,आपूर्ति (f) / प्रबंध (m) / रसद (f),रसद (f) / ज़ख़ीरा (m) / इंतज़ाम (m),āpūrti (f) / prabaṁdh (m) / rasad (f),rasad (f) / zak͟hīrā (m) / iṁtazām (m)
8679,psychiatric,adjective,c1,nan,मनोरोग संबंधी / मानसिक रोग संबंधी / मनोचिकित्सीय,नफ़्सियाती / ज़ेहनी अमराज़ संबंधी / तिब्बी-नफ़्सियाती,manōrōg saṁbaṁdhī / mānasik rōg saṁbaṁdhī / manōcikitsīy,nafsiyātī / zēhanī amarāz saṁbaṁdhī / tibbī-nafsiyātī
8680,pulse (legumes),noun,c1,nan,दाल (f) / दलहन (m),दाल (f) / दलहन (m),dāl (f) / dalahan (m),dāl (f) / dalahan (m)
8681,pulse (physiological),noun,c1,nan,नब्ज़ (f) / नाड़ी (f),नब्ज़ (f),nabz (f) / nāṛī (f),nabz (f)
8682,pump (shoe),noun,c1,nan,पंप (m),पंप (m),paṁp (m),paṁp (m)
8683,punch (beverage),noun,c1,nan,पंच (m),पंच (m),paṁc (m),paṁc (m)
8684,punch (blow),noun,c1,nan,घूँसा (m) / मुक्का (m) / प्रहार (m),घूँसा (m) / मुक्का (m) / ज़रब (f),ghūm̐sā (m) / mukkā (m) / prahār (m),ghūm̐sā (m) / mukkā (m) / zarab (f)
8685,"punch (impact, vigor)",noun,c1,nan,प्रभाव (m) / ज़ोर (m) / ताक़त (f),असर (m) / ज़ोर (m) / ताक़त (f),prabhāv (m) / zōr (m) / tāqat (f),asar (m) / zōr (m) / tāqat (f)
8686,punch (tool for making holes),noun,c1,nan,पंच (m) / छेदक (m),पंच (m) / सुराख़-कुन (m),paṁc (m) / chēdak (m),paṁc (m) / surāk͟h-kun (m)
8687,query (database request),noun,c1,nan,क्वेरी (f) / प्रश्न (m),क्वेरी (f) / इस्तिफ़्सार (m),kvērī (f) / praśn (m),kvērī (f) / istifsār (m)
8688,"query (official inquiry, complaint)",noun,c1,nan,पूछताछ (f) / जाँच (f) / शिकायत (f),पूछताछ (f) / जाँच (f) / शिकायत (f) / इस्तिफ़्सार (m),pūchatāch (f) / jām̐c (f) / śikāyat (f),pūchatāch (f) / jām̐c (f) / śikāyat (f) / istifsār (m)
8689,quest,noun,c1,nan,खोज (f) / तलाश (f) / अनुसंधान (m),तलाश (f) / जुस्तुजू (f) / खोज (f),khōj (f) / talāśa (f) / anusaṁdhān (m),talāśa (f) / justujū (f) / khōj (f)
8690,quota (reservation system),noun,c1,N/A,कोटा (m) / आरक्षण (m) / आरक्षित स्थान (m),कोटा (m) / मुक़र्ररा हिस्सा (m) / महफ़ूज़ नशिस्त (f),kōṭā (m) / ārakṣaṇa (m) / ārakṣit sthān (m),kōṭā (m) / muqarrarā hissā (m) / mahafūz naśist (f)
8691,radar,noun,c1,N/A,रडार (m),रडार (m),raḍār (m),raḍār (m)
8692,"radical (extreme political, social views)",adjective,c1,N/A,कट्टर / उग्र / चरमपंथी,कट्टर / इंतहापसंद / मुतशद्दिद,kaṭṭar / ugr / caramapaṁthī,kaṭṭar / iṁtahāpasaṁd / mutaśaddid
8693,radical (fundamental; relating to the root),adjective,c1,N/A,मौलिक / मूलभूत / मूलगामी,बुनियादी / अस्ली / असल,maulik / mūlabhūt / mūlagāmī,buniyādī / aslī / asal
8694,"rage (craze, fashion trend)",noun,c1,N/A,चलन (m) / फ़ैशन (m) / उन्माद (m),चलन (m) / फ़ैशन (m) / रवाज (m) / धुन (f),calan (m) / faiśan (m) / unmād (m),calan (m) / faiśan (m) / ravāj (m) / dhun (f)
8695,raid (military attack),noun,c1,N/A,छापा (m) / हमला (m) / धावा (m),छापा (m) / हमला (m) / शबख़ून (m),chāpā (m) / hamalā (m) / dhāvā (m),chāpā (m) / hamalā (m) / śabak͟hūn (m)
