id,english_word,word_class,level,verb_transitivity,kannada_translation,transliteration
7026,"same (identical, unified)",adverb,a1,N/A,ಒಂದೇ / ಸಮಾನವಾಗಿ,oṁdē / samānavāgi
7027,same (the identical one),pronoun,a1,N/A,ಅದೇ / ಅದೇ ಒಂದು,adē / adē oṁdu
7028,"same (alike, similar)",pronoun,a1,N/A,ಹಾಗೆಯೇ / ಅದರಂತೆ / ಅದೇ ರೀತಿ,hāgeyē / adaraṁte / adē rīti
7029,sample (specimen),noun,b1,N/A,ಮಾದರಿ / ನಮೂನೆ / ಮಾದರಿ ವಸ್ತು,mādari / namūne / mādari vastu
7030,"sample (free trial, taste)",noun,b1,N/A,ರುಚಿ ನೋಡಲು / ಪ್ರಯೋಗಾರ್ಥ / ಮಾದರಿ,ruci nōḍalu / prayōgārtha / mādari
7031,to sample (food or drink),verb,b2,transitive,ರುಚಿ ನೋಡು / ಸವಿದು ನೋಡು,ruci nōḍu / savidu nōḍu
7032,to sample (take a specimen),verb,b2,transitive,ಮಾದರಿ ತೆಗೆದುಕೋ / ಮಾದರಿ ಸಂಗ್ರಹಿಸು,mādari tegedukō / mādari saṁgrahisu
7033,sanction (official approval),noun,c1,N/A,ಅನುಮೋದನೆ / ಅಂಗೀಕಾರ / ಒಪ್ಪಿಗೆ,anumōdane / aṁgīkāra / oppige
7034,"sanction (penalty, restriction)",noun,c1,N/A,ನಿರ್ಬಂಧ / ಪ್ರತಿಬಂಧಕ / ದಂಡನೆ,nirbaṁdha / pratibaṁdhaka / daṁḍane
7035,sand,noun,b1,N/A,ಮರಳು / ಸೈಕತ,maraḷu / saikata
7037,satellite (subordinate entity),noun,b2,N/A,ಉಪಗ್ರಹ / ಅನುಚರ,upagraha / anucara
7038,satisfaction (fulfillment of requirements),noun,b2,N/A,ಪೂರೈಕೆ / ಈಡೇರಿಕೆ / ತೃಪ್ತಿ,pūraike / īḍērike / tr̥pti
7039,satisfied (emotionally content),adjective,b2,N/A,ಸಂತುಷ್ಟ / ತೃಪ್ತ / ಸಮಾಧಾನಗೊಂಡ,saṁtuṣṭa / tr̥pta / samādhānagoṁḍa
7040,satisfied (physically full),adjective,b2,N/A,ಹೊಟ್ಟೆ ತುಂಬಿದ / ತೃಪ್ತ,hoṭṭe tuṁbida / tr̥pta
7041,to satisfy (desire or hunger),verb,b2,transitive,ತೃಪ್ತಿಪಡಿಸು / ಈಡೇರಿಸು / ಸಮಾಧಾನಪಡಿಸು,tr̥ptipaḍisu / īḍērisu / samādhānapaḍisu
7042,to satisfy (a requirement or condition),verb,b2,transitive,ಪೂರೈಸು / ಈಡೇರಿಸು / ನಿರ್ವಹಿಸು,pūraisu / īḍērisu / nirvahisu
7045,to save (to rescue),verb,a2,transitive,ರಕ್ಷಿಸು / ಕಾಪಾಡು / ಉಳಿಸು,rakṣisu / kāpāḍu / uḷisu
7046,"to save (money, resources)",verb,a2,transitive,ಉಳಿಸು / ಸಂಗ್ರಹಿಸು / ಮಿತವ್ಯಯ ಮಾಡು,uḷisu / saṁgrahisu / mitavyaya māḍu
7047,saving (the act of setting aside money),noun,b2,N/A,ಉಳಿತಾಯ / ಉಳಿತಾಯ ಮಾಡುವುದು,uḷitāya / uḷitāya māḍuvudu
7048,savings (accumulated funds),noun,b2,N/A,ಉಳಿತಾಯ / ಉಳಿತಾಯ ಹಣ,uḷitāya / uḷitāya haṇa
7049,say,noun,c1,N/A,ಮಾತು / ಹೇಳಿಕೆ / ಅಭಿಪ್ರಾಯ,mātu / hēḷike / abhiprāya
7050,to talk (to converse),verb,a1,intransitive,ಮಾತಾಡು / ಮಾತನಾಡು / ಸಂಭಾಷಿಸು,mātāḍu / mātanāḍu / saṁbhāṣisu
7051,scale (weighing device),noun,b2,N/A,ತೂಕದ ಯಂತ್ರ / ತಕ್ಕಡಿ,tūkada yaṁtra / takkaḍi
7052,"scale (ratio, map)",noun,b2,N/A,ಪ್ರಮಾಣ,pramāṇa
7053,scale (extent or size),noun,b2,N/A,ವ್ಯಾಪ್ತಿ / ಹರವು,vyāpti / haravu
7054,to scan (digitize),verb,b1,transitive,ಸ್ಕ್ಯಾನ್ ಮಾಡು,skyān māḍu
7055,to scan (examine quickly),verb,b1,transitive,ಕ್ಷಿಪ್ರವಾಗಿ ನೋಡು / ವೇಗವಾಗಿ ನೋಡು,kṣipravāgi nōḍu / vēgavāgi nōḍu
7056,scandal (public disgrace),noun,b2,N/A,ಹಗರಣ / ಅಪಖ್ಯಾತಿ,hagaraṇa / apakhyāti
7057,"scandal (gossip, slander)",noun,b2,N/A,ಅಪಪ್ರಚಾರ / ಚಾಡಿ,apapracāra / cāḍi
7058,scare (fright),noun,b2,N/A,ಹೆದರಿಕೆ / ಭಯ,hedarike / bhaya
7059,scare (public alarm),noun,b2,N/A,ಆತಂಕ / ಭಯ,ātaṁka / bhaya
7060,to scare (to frighten someone),verb,b2,transitive,ಹೆದರಿಸು / ಭಯಪಡಿಸು,hedarisu / bhayapaḍisu
7061,to be scared (to become frightened),verb,b2,intransitive,ಹೆದರು / ಭಯಪಡು,hedaru / bhayapaḍu
7062,scared,adjective,a2,N/A,ಹೆದರಿದ / ಭಯಗೊಂಡ,hedarida / bhayagoṁḍa
7063,"scary (frightening, general)",adjective,a2,N/A,ಭಯಾನಕ / ಹೆದರಿಕೆ ತರುವ,bhayānaka / hedarike taruva
7064,"scary (terrifying, intense)",adjective,a2,N/A,ಭೀಕರ / ಭಯಂಕರ,bhīkara / bhayaṁkara
7065,terrifying,adjective,a2,N/A,ಭಯಂಕರ / ಭೀಕರ / ಅತ್ಯಂತ ಭಯಾನಕ,bhayaṁkara / bhīkara / atyaṁta bhayānaka
7066,scattered (physically dispersed),adjective,c1,N/A,ಚದುರಿದ / ಹರಡಿದ,cadurida / haraḍida
7067,"scattered (disorganized, unfocused)",adjective,c1,N/A,ಏಕಾಗ್ರತೆ ಇಲ್ಲದ / ಅಸ್ತವ್ಯಸ್ತ,ēkāgrate illada / astavyasta
7068,disorganized (thoughts),adjective,c1,N/A,ಅಸ್ತವ್ಯಸ್ತ / ಅವ್ಯವಸ್ಥಿತ,astavyasta / avyavasthita
7069,scenario,noun,b2,N/A,ಸನ್ನಿವೇಶ / ಪರಿಸ್ಥಿತಿ,sannivēśa / paristhiti
7070,scene (visual setting),noun,a2,N/A,ದೃಶ್ಯ / ಚಿತ್ರಣ,dr̥śya / citraṇa
7071,scene (spectacle or commotion),noun,a2,N/A,ಗಲಾಟೆ / ಕೋಲಾಹಲ,galāṭe / kōlāhala
7072,"spectacle, commotion",noun,a2,N/A,ಕೋಲಾಹಲ / ಗದ್ದಲ / ಗಲಾಟೆ,kōlāhala / gaddala / galāṭe
7073,"revival (of a play, film)",noun,c1,N/A,ಪುನರ್ಪ್ರದರ್ಶನ,punarpradarśana
7074,revival (religious meeting),noun,c1,N/A,ಧಾರ್ಮಿಕ ಸಭೆ,dhārmika sabhe
7075,"to revive (a person, medically)",verb,c1,transitive,ಪುನಃಶ್ಚೇತನಗೊಳಿಸು / ಚೇತರಿಸು,punaḥścētanagoḷisu / cētarisu
7076,to revive (intransitive),verb,c1,intransitive,ಚೇತರಿಸಿಕೋ / ಪುನಶ್ಚೇತನಗೊಳ್ಳು,cētarisikō / punaścētanagoḷḷu
7077,revolution (full rotation),noun,b2,N/A,ಸುತ್ತು / ಪರಿಭ್ರಮಣ,suttu / paribhramaṇa
7078,revolutionary (political or social change),adjective,c1,N/A,ಕ್ರಾಂತಿಕಾರಿ,krāṁtikāri
7079,revolutionary (radically innovative),adjective,c1,N/A,ನವೀನ / ಕ್ರಾಂತಿಕಾರಿ / ಅಭಿನವ,navīna / krāṁtikāri / abhinava
7080,reward (bounty),noun,b2,N/A,ಬಹುಮಾನ / ಪ್ರತಿಫಲ,bahumāna / pratiphala
7081,"to reward (to honor, officially award)",verb,b2,transitive,ಬಹುಮಾನಿಸು / ಸನ್ಮಾನಿಸು / ಗೌರವಿಸು,bahumānisu / sanmānisu / gauravisu
7082,rhetoric (the art of persuasion),noun,c1,N/A,ವಾಕ್ಚಾತುರ್ಯ / ಭಾಷಣ ಕಲೆ,vākcāturya / bhāṣaṇa kale
7083,"rhetoric (empty talk, insincere speech)",noun,c1,N/A,ಬಾಯಿಮಾತು / ಕೇವಲ ಬಾಯಿಮಾತು,bāyimātu / kēvala bāyimātu
7084,rhythm,noun,b2,N/A,ಲಯ / ತಾಳ,laya / tāḷa
7085,rice (grain),noun,a1,N/A,ಅಕ್ಕಿ,akki
7086,rice (cooked food),noun,a1,N/A,ಅನ್ನ,anna
7087,"rich (flavor, food)",adjective,a2,N/A,ಸಮೃದ್ಧವಾದ / ಭಾರವಾದ,samr̥ddhavāda / bhāravāda
7088,"rich (abundant, fertile)",adjective,a2,N/A,ಸಮೃದ್ಧ / ಹೆಚ್ಚಾದ,samr̥ddha / heccāda
7089,rich (fertile soil),adjective,a2,N/A,ಫಲವತ್ತಾದ / ಸಮೃದ್ಧ,phalavattāda / samr̥ddha
7090,to rid,verb,b2,transitive,ನಿವಾರಿಸು / ತೊಲಗಿಸು,nivārisu / tolagisu
7091,"ride (a trip, lift)",noun,a2,N/A,ಸವಾರಿ / ಪ್ರಯಾಣ,savāri / prayāṇa
7092,ride (amusement park attraction),noun,a2,N/A,ವಿನೋದ ಸವಾರಿ,vinōda savāri
7093,to ride,verb,a1,transitive,ಸವಾರಿ ಮಾಡು / ಏರು,savāri māḍu / ēru
7094,"ridiculous (absurd, laughable)",adjective,b2,N/A,ಹಾಸ್ಯಾಸ್ಪದ / ನಗುವಿನ,hāsyāspada / naguvina
7095,"ridiculous (excessive, outrageous)",adjective,b2,N/A,ಅತಿರೇಕದ / ಅಸಂಬದ್ಧ,atirēkada / asaṁbaddha
7096,rifle,noun,c1,N/A,ರೈಫಲ್,raiphal
7097,right (correct),adjective,a1,N/A,ಸರಿ / ಸರಿಯಾದ / ನಿಖರ,sari / sariyāda / nikhara
7098,right (direction),adjective,a1,N/A,ಬಲದ / ಬಲ,balada / bala
7099,"right (exactly, directly)",adverb,a1,N/A,ಸರಿಯಾಗಿ / ನಿಖರವಾಗಿ,sariyāgi / nikharavāgi
7100,"right (immediately, now)",adverb,a1,N/A,ತಕ್ಷಣ / ಕೂಡಲೇ / ಕ್ಷಣಾರ್ಧದಲ್ಲಿ,takṣaṇa / kūḍalē / kṣaṇārdhadalli
7101,"right (privilege, entitlement)",noun,a1,N/A,ಹಕ್ಕು / ಅಧಿಕಾರ,hakku / adhikāra
7102,"right (direction, side)",noun,a1,N/A,ಬಲ / ಬಲಗಡೆ,bala / balagaḍe
7103,ring (finger ring),noun,a2,N/A,ಉಂಗುರ / ಮುದ್ರಿಕೆ,uṁgura / mudrike
7104,"ring (circle, geometric)",noun,a2,N/A,ವೃತ್ತ / ಮಂಡಲ,vr̥tta / maṁḍala
7105,to ring (to call by phone),verb,a2,transitive,ಕರೆ ಮಾಡು / ಫೋನ್ ಮಾಡು,kare māḍu / phōn māḍu
7106,"to ring (a bell, alarm, or sound)",verb,a2,intransitive,ಧ್ವನಿಸು / ಮೊಳಗು,dhvanisu / moḷagu
7107,"riot (profusion of color, sound)",noun,c1,N/A,ಬಣ್ಣದ ಸಂಭ್ರಮ / ಬಣ್ಣದ ವೈಭವ,baṇṇada saṁbhrama / baṇṇada vaibhava
7108,a riot of color,noun,c1,N/A,ವೈಭವ / ಕಳೆ,vaibhava / kaḷe
7109,to rip (to criticize harshly),verb,c1,transitive,ಕಟುವಾಗಿ ಟೀಕಿಸು / ಖಂಡಿಸು / ದೂಷಿಸು,kaṭuvāgi ṭīkisu / khaṁḍisu / dūṣisu
7110,"to rip (media, data copying)",verb,c1,transitive,ಮಾಹಿತಿ ಹೊರತೆಗೆ / ನಕಲು ಮಾಡು,māhiti horatege / nakalu māḍu
7111,to rip (copy digital media),verb,c1,transitive,ನಕಲು ಮಾಡು / ಪ್ರತಿ ಮಾಡು,nakalu māḍu / prati māḍu
7112,rise (increase),noun,b1,N/A,ಏರಿಕೆ / ಹೆಚ್ಚಳ,ērike / heccaḷa
7113,"rise (slope, elevation)",noun,b1,N/A,ಏರಿಕೆ / ಇಳಿಜಾರು / ಎತ್ತರ,ērike / iḷijāru / ettara
7114,"slope, elevation",noun,b1,N/A,ಇಳಿಜಾರು / ಎತ್ತರ,iḷijāru / ettara
7115,to rise (to increase in amount or level),verb,a2,intransitive,ಏರು / ಹೆಚ್ಚಾಗು,ēru / heccāgu
7116,risk (the danger),noun,b1,N/A,ಅಪಾಯ / ಗಂಡಾಂತರ / ಸಂಕಷ್ಟ,apāya / gaṁḍāṁtara / saṁkaṣṭa
7117,"to risk (potential loss, danger)",verb,b1,transitive,ಅಪಾಯಕ್ಕೆ ಸಿಲುಕಿಸು / ಅಪಾಯಕ್ಕೆ ಒಡ್ಡಿಕೊ,apāyakke silukisu / apāyakke oḍḍiko
7118,"to risk (to stake, wager)",verb,b1,transitive,ಪಣಕ್ಕಿಡು / ಪಣತೊಡು,paṇakkiḍu / paṇatoḍu
7119,to risk (to take a chance),verb,b1,intransitive,ಸಾಹಸ ಮಾಡು / ಧೈರ್ಯ ಮಾಡು,sāhasa māḍu / dhairya māḍu
7120,to take a chance,verb,b1,intransitive,ಅವಕಾಶ ತೆಗೆದುಕೋ / ಅದೃಷ್ಟ ಪರೀಕ್ಷಿಸು,avakāśa tegedukō / adr̥ṣṭa parīkṣisu
7121,risky,adjective,b2,N/A,ಅಪಾಯಕಾರಿ / ಗಂಡಾಂತರಕಾರಿ,apāyakāri / gaṁḍāṁtarakāri
7122,ritual (religious ceremony),noun,c1,N/A,ಧಾರ್ಮಿಕ ಆಚರಣೆ / ಸಂಸ್ಕಾರ / ಪೂಜೆ,dhārmika ācaraṇe / saṁskāra / pūje
7123,rite,noun,c1,N/A,ಸಂಸ್ಕಾರ / ಆಚರಣೆ,saṁskāra / ācaraṇe
7124,ritual (daily routine or habit),noun,c1,N/A,ವಾಡಿಕೆ / ದಿನಚರಿ,vāḍike / dinacari
7125,"daily ritual, routine",noun,c1,N/A,ದಿನಚರಿ / ನಿತ್ಯಕರ್ಮ,dinacari / nityakarma
7126,rival (noun),noun,b2,N/A,ಪ್ರತಿಸ್ಪರ್ಧಿ / ವಿರೋಧಿ / ಎದುರಾಳಿ,pratispardhi / virōdhi / edurāḷi
7127,to rival,verb,c1,transitive,ಪೈಪೋಟಿ ಮಾಡು / ಸ್ಪರ್ಧಿಸು,paipōṭi māḍu / spardhisu
7128,to rival (to match or be equal to),verb,c1,intransitive,ಸಮಾನವಾಗು / ಹೋಲಿಸು,samānavāgu / hōlisu
7129,rival (competitive),adjective,b2,N/A,ಪೈಪೋಟಿಯ / ಸ್ಪರ್ಧಾತ್ಮಕ,paipōṭiya / spardhātmaka
7130,rival (opponent),noun,b2,N/A,ಎದುರಾಳಿ / ವಿರೋಧಿ / ಪ್ರತಿಸ್ಪರ್ಧಿ,edurāḷi / virōdhi / pratispardhi
7131,river,noun,a1,N/A,ನದಿ / ಹಳ್ಳ,nadi / haḷḷa
7132,road,noun,a1,N/A,ರಸ್ತೆ / ದಾರಿ / ಮಾರ್ಗ,raste / dāri / mārga
7133,"to rob (of victory, rights)",verb,b2,transitive,ಕಸಿದುಕೊಳ್ಳು / ವಂಚಿಸು,kasidukoḷḷu / vaṁcisu
7134,"robbery (armed, dacoity)",noun,c1,N/A,ದರೋಡೆ / ಸುಲಿಗೆ,darōḍe / sulige
7135,"robbery (general, theft)",noun,b1,N/A,ಕಳ್ಳತನ / ಕಳವು,kaḷḷatana / kaḷavu
7136,"robot (technical, formal)",noun,b1,N/A,ಯಂತ್ರಮಾನವ / ರೋಬೋಟ್,yaṁtramānava / rōbōṭ
7137,robot (common usage),noun,b1,N/A,ರೋಬೋಟ್ / ಯಂತ್ರಮಾನವ,rōbōṭ / yaṁtramānava
7138,robust (physically strong or sturdy),adjective,c1,N/A,ದೃಢವಾದ / ಬಲವಾದ / ಗಟ್ಟಿಮುಟ್ಟಾದ,dr̥ḍhavāda / balavāda / gaṭṭimuṭṭāda
7139,robust (system or data reliability),adjective,c1,N/A,ವಿಶ್ವಾಸಾರ್ಹ / ಸ್ಥಿರವಾದ / ಗಟ್ಟಿ,viśvāsārha / sthiravāda / gaṭṭi
7140,rock (music genre),noun,a2,N/A,ರಾಕ್ ಸಂಗೀತ,rāk saṁgīta
7141,to rock (shake violently),verb,c1,transitive,ನಡುಗಿಸು / ಅಲುಗಾಡಿಸು,naḍugisu / alugāḍisu
7142,"to rock (to be excellent, impressive)",verb,c1,intransitive,ಅದ್ಭುತವಾಗಿರು / ಅದ್ಭುತವೆನಿಸು,adbhutavāgiru / adbhutavenisu
7143,rocket,noun,b2,N/A,ರಾಕೆಟ್ / ಕ್ಷಿಪಣಿ,rākeṭ / kṣipaṇi
7144,rocket (missile),noun,c1,N/A,ಕ್ಷಿಪಣಿ / ರಾಕೆಟ್,kṣipaṇi / rākeṭ
7145,rod (for punishment),noun,c1,N/A,ಬೆತ್ತ / ಕೋಲು,betta / kōlu
7146,rod (mechanical component),noun,c1,N/A,ದಂಡ / ಸಳಿ / ಕಂಬಿ,daṁḍa / saḷi / kaṁbi
7147,role,noun,a2,N/A,ಪಾತ್ರ / ಕರ್ತವ್ಯ,pātra / kartavya
7148,roll (of material),noun,b1,N/A,ಸುರುಳಿ / ಸುತ್ತು,suruḷi / suttu
7149,roll (bread item),noun,b1,N/A,ಬನ್ / ಬ್ರೆಡ್ ರೋಲ್,ban / breḍ rōl
7150,roll (official list),noun,b2,N/A,ಪಟ್ಟಿ / ನಾಮಪಟ್ಟಿ,paṭṭi / nāmapaṭṭi
7151,roll (attendance),noun,b2,N/A,ಹಾಜರಾತಿ ಪಟ್ಟಿ / ಹಾಜರುಪಟ್ಟಿ,hājarāti paṭṭi / hājarupaṭṭi
7152,"to roll (dough, carpet)",verb,b1,transitive,ಲಟ್ಟಿಸು / ಸುತ್ತು,laṭṭisu / suttu
7153,"to roll up (mat, carpet)",verb,b1,transitive,ಸುರುಳಿ ಮಾಡು / ಸುತ್ತಿಡು,suruḷi māḍu / suttiḍu
7154,to roll (move by turning),verb,b1,intransitive,ಉರುಳು / ಹೊರಳು,uruḷu / horaḷu
7155,romance (literary genre),noun,b2,N/A,ಪ್ರಣಯ ಕಥೆ / ಪ್ರೇಮ ಕಥೆ,praṇaya kathe / prēma kathe
7156,"romantic (idealistic, dreamy)",adjective,b1,N/A,ಆದರ್ಶಮಯ / ಕಲ್ಪನಾಮಯ,ādarśamaya / kalpanāmaya
7157,roof (of the mouth),noun,a2,N/A,ತಾಲೂ / ಅಂಗಳ,tālū / aṁgaḷa
7158,room (space or capacity),noun,a1,N/A,ಜಾಗ / ಸ್ಥಳ / ಅವಕಾಶ,jāga / sthaḷa / avakāśa
7159,root (origin or source),noun,b2,N/A,ಮೂಲ / ಬುಡ / ಆಧಾರ,mūla / buḍa / ādhāra
7160,rope,noun,b1,N/A,ಹಗ್ಗ / ದಾರ,hagga / dāra
7161,rose (color),noun,b2,N/A,ಗುಲಾಬಿ ಬಣ್ಣ / ನಸುಗೆಂಪು,gulābi baṇṇa / nasugeṁpu
7162,to rotate (self-turn),verb,c1,intransitive,ತಿರುಗು / ಭ್ರಮಿಸು,tirugu / bhramisu
7163,to rotate (turn something),verb,c1,transitive,ತಿರುಗಿಸು / ಸುತ್ತಿಸು,tirugisu / suttisu
7164,to rotate (alternate use),verb,c1,transitive,ಸರದಿ ಮಾಡು / ಪರ್ಯಾಯವಾಗಿ ಬಳಸು,saradi māḍu / paryāyavāgi baḷasu
7165,rotation (physical spinning),noun,c1,N/A,ತಿರುಗುವಿಕೆ / ಭ್ರಮಣೆ / ಸುತ್ತುವಿಕೆ,tiruguvike / bhramaṇe / suttuvike
7166,rotation (scheduled sequence),noun,c1,N/A,ಸರದಿ / ಆವರ್ತ,saradi / āvarta
7167,"rough (texture, uneven)",adjective,b1,N/A,ಒರಟು / ನುಣುಪಿಲ್ಲದ,oraṭu / nuṇupillada
7168,rough (approximate),adjective,b1,N/A,ಸರಿಸುಮಾರು / ಅಂದಾಜು,sarisumāru / aṁdāju
7169,"rough (difficult, harsh)",adjective,b1,N/A,ಕಠಿಣವಾದ / ಒರಟಾದ / ಕಷ್ಟಕರವಾದ,kaṭhiṇavāda / oraṭāda / kaṣṭakaravāda
7171,"roughly (harshly, violently)",adverb,b2,N/A,ಒರಟಾಗಿ / ಕಠಿಣವಾಗಿ,oraṭāgi / kaṭhiṇavāgi
7172,round (number),adjective,a2,N/A,ಅಂದಾಜು / ಸುಮಾರು,aṁdāju / sumāru
7173,round number,adjective,a2,N/A,ಸುಮಾರು ಸಂಖ್ಯೆ / ಅಂದಾಜು ಸಂಖ್ಯೆ,sumāru saṁkhye / aṁdāju saṁkhye
7174,round (shape),adjective,a2,N/A,ಗುಂಡಾದ / ವರ್ತುಲಾಕಾರದ,guṁḍāda / vartulākārada
7175,round (stage or cycle),noun,a2,N/A,ಹಂತ / ಸುತ್ತು / ಆವರ್ತ,haṁta / suttu / āvarta
7176,round (stage in a competition),noun,b2,N/A,ಸುತ್ತು / ಹಂತ,suttu / haṁta
7177,round (series of actions or drinks),noun,b2,N/A,ಸುತ್ತು / ಸರಣಿ,suttu / saraṇi
7178,round (series of actions),noun,b2,N/A,ಸರಣಿ / ಸುತ್ತು,saraṇi / suttu
7179,round (around),preposition,a2,N/A,ಸುತ್ತ / ಸುತ್ತಲೂ,sutta / suttalū
7180,route,noun,a2,N/A,ಮಾರ್ಗ / ದಾರಿ / ಪಥ,mārga / dāri / patha
7181,routine (habitual),adjective,b2,N/A,ವಾಡಿಕೆಯ / ನಿತ್ಯದ,vāḍikeya / nityada
7182,"routine (procedure, sequence)",noun,a2,N/A,ವಾಡಿಕೆ / ಕ್ರಮ / ದಿನಚರಿ,vāḍike / krama / dinacari
7183,routine (procedure),noun,a2,N/A,ಕ್ರಮ / ವಿಧಾನ,krama / vidhāna
7184,daily routine,noun,a2,N/A,ದಿನಚರಿ / ನಿತ್ಯಕ್ರಮ,dinacari / nityakrama
7185,row (line),noun,b1,N/A,ಸಾಲು / ಪಂಕ್ತಿ,sālu / paṁkti
7186,row (argument),noun,b1,N/A,ಜಗಳ / ವಾಗ್ವಾದ / ಕಲಹ,jagaḷa / vāgvāda / kalaha
7187,royal (magnificent),adjective,b1,N/A,ಭವ್ಯವಾದ / ವೈಭವೋಪೇತ,bhavyavāda / vaibhavōpēta
7188,royal (related to royalty),adjective,b1,N/A,ರಾಜಮನೆತನದ / ರಾಜಸಂಬಂಧಿ,rājamanetanada / rājasaṁbaṁdhi
7189,"to rub (apply, smear)",verb,b2,transitive,ಸವರು / ಲೇಪಿಸು,savaru / lēpisu
7190,"to rub (strongly, to scrub)",verb,b2,transitive,ಉಜ್ಜು / ತಿಕ್ಕು,ujju / tikku
7191,"to rub (scrub, massage vigorously)",verb,b2,transitive,ತಿಕ್ಕು / ಉಜ್ಜು,tikku / ujju
7192,requirement,noun,b2,N/A,ಅಗತ್ಯ / ಆವಶ್ಯಕತೆ / ಬೇಕಾಗಿರುವುದು,agatya / āvaśyakate / bēkāgiruvudu
7193,rescue,noun,b2,N/A,ರಕ್ಷಣೆ / ಪಾರುಗಾಣಿಸುವಿಕೆ,rakṣaṇe / pārugāṇisuvike
7194,to rescue,verb,b2,transitive,ರಕ್ಷಿಸು / ಪಾರು ಮಾಡು / ಉಳಿಸು,rakṣisu / pāru māḍu / uḷisu
7195,research,noun,a2,N/A,ಸಂಶೋಧನೆ / ಅಧ್ಯಯನ,saṁśōdhane / adhyayana
7196,to research (academically),verb,a2,transitive,ಸಂಶೋಧಿಸು / ಅಧ್ಯಯನ ಮಾಡು,saṁśōdhisu / adhyayana māḍu
7197,to research (to find out information),verb,a2,transitive,ಮಾಹಿತಿ ಹುಡುಕು / ವಿಚಾರಿಸು,māhiti huḍuku / vicārisu
7198,researcher,noun,a2,N/A,ಸಂಶೋಧಕ / ಅಧ್ಯಯನಕಾರ,saṁśōdhaka / adhyayanakāra
7199,to resemble,verb,c1,transitive,ಹೋಲು / ಸದೃಶವಾಗಿರು,hōlu / sadr̥śavāgiru
7200,"reservation (booking, arrangement)",noun,b1,N/A,ಬುಕ್ಕಿಂಗ್ / ಕಾಯ್ದಿರಿಸುವಿಕೆ / ಮುಂಗಡ ಕಾಯ್ದಿರಿಸುವಿಕೆ,bukkiṁg / kāydirisuvike / muṁgaḍa kāydirisuvike
7201,"reservation (quota, affirmative action policy)",noun,b1,N/A,ಮೀಸಲಾತಿ / ಮೀಸಲು,mīsalāti / mīsalu
7202,reservation (doubt or reluctance),noun,b1,N/A,ಸಂದೇಹ / ಹಿಂಜರಿಕೆ / ಅಳುಕು,saṁdēha / hiṁjarike / aḷuku
7203,reserve (natural area),noun,b2,N/A,ಮೀಸಲು ಪ್ರದೇಶ / ಸಂರಕ್ಷಿತ ಪ್ರದೇಶ / ಅಭಯಾರಣ್ಯ,mīsalu pradēśa / saṁrakṣita pradēśa / abhayāraṇya
