id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
9388,"to indulge (cater to, spoil)",verb,c1,transitive,செல்லம் கொடு / விருப்பத்தை நிறைவேற்று / திருப்திப்படுத்து,cellam koṭu / viruppattai niṟaivēṟṟu / tiruptippaṭuttu
9389,to indulge (in self-pleasure),verb,c1,intransitive,இன்புறு / அனுபவி / மூழ்கு,iṉpuṟu / aṉupavi / mūḻku
9390,to infect (with disease),verb,c1,transitive,தொற்றை ஏற்படுத்து / நோய் பரப்பு / தொற்று,toṟṟai ēṟpaṭuttu / nōy parappu / toṟṟu
9391,"to infect (with feelings, influence)",verb,c1,transitive,பரவு / பாதிப்பு ஏற்படுத்து / தொற்றிக்கொள்,paravu / pātippu ēṟpaṭuttu / toṟṟikkoḷ
9392,to inflict,verb,c1,transitive,ஏற்படுத்து / உண்டாக்கு / கொடு,ēṟpaṭuttu / uṇṭākku / koṭu
9393,to inhibit (process or action),verb,c1,transitive,தடு / தடை செய் / கட்டுப்படுத்து,taṭu / taṭai cey / kaṭṭuppaṭuttu
9394,"to inhibit (psychologically, socially)",verb,c1,transitive,தயக்கத்தை ஏற்படுத்து / கூச்சப்படுத்து / தடுத்து நிறுத்து,tayakkattai ēṟpaṭuttu / kūccappaṭuttu / taṭuttu niṟuttu
9395,to initiate (a process or action),verb,c1,transitive,தொடங்கு / ஆரம்பி / துவங்கு,toṭaṅku / ārampi / tuvaṅku
9396,to initiate (to induct a person),verb,c1,transitive,அறிமுகப்படுத்து / தொடங்கி வை / உறுப்பினராக்கு,aṟimukappaṭuttu / toṭaṅki vai / uṟuppiṉarākku
9397,to inject (to incorporate an element),verb,c1,transitive,செலுத்து / உள்ளிடு / சேர்,celuttu / uḷḷiṭu / cēr
9398,"to inject (to introduce capital, funds)",verb,c1,transitive,முதலீடு செய் / நிதி செலுத்து / பணம் போடு,mutalīṭu cey / niti celuttu / paṇam pōṭu
9399,to inspect (officially or systematically),verb,c1,transitive,ஆய்வு செய் / பரிசோதி / சோதி,āyvu cey / paricōti / cōti
9400,to inspect (to scrutinize details),verb,c1,transitive,ஆய்வு செய் / பரிசீலி / நுட்பமாக ஆராய்,āyvu cey / paricīli / nuṭpamāka ārāy
9401,to instruct (to order or command),verb,c1,transitive,கட்டளையிடு / பணி / உத்தரவிடு,kaṭṭaḷaiyiṭu / paṇi / uttaraviṭu
9402,to instruct (to teach or guide),verb,c1,transitive,கற்பி / பயிற்றுவி / வழிகாட்டு,kaṟpi / payiṟṟuvi / vaḻikāṭṭu
9403,"to insult (dignity, severe)",verb,c1,transitive,அவமதி / இழிவுபடுத்து / நிந்தி,avamati / iḻivupaṭuttu / ninti
9404,"to insult (verbally abuse, scold harshly)",verb,c1,transitive,திட்டு / ஏசு / வசைபாடு,tiṭṭu / ēcu / vacaipāṭu
9405,to intensify (to become stronger),verb,c1,intransitive,தீவிரமடை / வலுப்பெறு / அதிகரி,tīviramaṭai / valuppeṟu / atikari
9406,to intensify (to make stronger),verb,c1,transitive,தீவிரப்படுத்து / வலுப்படுத்து / அதிகரி,tīvirappaṭuttu / valuppaṭuttu / atikari
9407,to interfere (to meddle or intervene unwelcome),verb,c1,intransitive,தலையிடு / குறுக்கிடு,talaiyiṭu / kuṟukkiṭu
9408,to interfere (to obstruct or hinder a process),verb,c1,transitive,தடைசெய் / இடையூறுசெய் / தடு,taṭaicey / iṭaiyūṟucey / taṭu
9409,to intervene (in a conflict or crisis),verb,c1,intransitive,தலையிடு / நடுநிலை வகி,talaiyiṭu / naṭunilai vaki
9410,to intervene (to mediate or intercede),verb,c1,intransitive,மத்தியஸ்தம் செய் / சமரசம் செய் / பரிந்து பேசு,mattiyastam cey / camaracam cey / parintu pēcu
9411,to invoke (a god or spirit),verb,c1,transitive,வேண்டு / அழை / பிரார்த்தி,vēṇṭu / aḻai / pirārtti
9412,to invoke (a law or right),verb,c1,transitive,பயன்படுத்து / மேற்கோள் காட்டு / செயல்படுத்து,payaṉpaṭuttu / mēṟkōḷ kāṭṭu / ceyalpaṭuttu
9413,to kidnap,verb,c1,transitive,கடத்து / ஆட்கடத்தல் செய்,kaṭattu / āṭkaṭattal cey
9414,"to leak (information, secrets)",verb,c1,transitive,கசியவிடு / வெளிப்படுத்து / அம்பலப்படுத்து,kaciyaviṭu / veḷippaṭuttu / ampalappaṭuttu
9415,"to leak (intransitive, secrets revealed)",verb,c1,intransitive,கசி / வெளிப்படு / அம்பலமாகு,kaci / veḷippaṭu / ampalamāku
9416,"to leak (physical fluid, gas)",verb,c1,intransitive,கசி / ஒழுகு,kaci / oḻuku
9417,to leap,verb,c1,intransitive,குதி / தாவு,kuti / tāvu
9418,to license,verb,c1,transitive,உரிமம் வழங்கு / அனுமதி அளி,urimam vaḻaṅku / aṉumati aḷi
9419,to linger (delaying departure),verb,c1,intransitive,தாமதி / தங்கு / சுற்றித்திரி,tāmati / taṅku / cuṟṟittiri
9420,"to linger (persist, remain)",verb,c1,intransitive,நீடி / நிலைத்திரு / தங்கு,nīṭi / nilaittiru / taṅku
9421,to lobby (political advocacy),verb,c1,transitive,செல்வாக்கு செலுத்து / அழுத்தம் கொடு / வற்புறுத்து,celvākku celuttu / aḻuttam koṭu / vaṟpuṟuttu
9422,"to lobby (to exert pressure, secure favors)",verb,c1,transitive,அழுத்தம் கொடு / சலுகை பெறு / வற்புறுத்து,aḻuttam koṭu / calukai peṟu / vaṟpuṟuttu
9423,to log (access a computer system),verb,c1,intransitive,உள்நுழை,uḷnuḻai
9424,to log (cut timber),verb,c1,transitive,மரம் வெட்டு,maram veṭṭu
9425,to log (record data),verb,c1,transitive,பதிவு செய் / குறித்துக்கொள்,pativu cey / kuṟittukkoḷ
9426,to log in (access a computer system),verb,c1,intransitive,உள்நுழை,uḷnuḻai
9427,to loom (to be imminent or threatening),verb,c1,intransitive,அச்சுறுத்து / நெருங்கு / சூழ்,accuṟuttu / neruṅku / cūḻ
9428,to loom (to weave cloth),verb,c1,transitive,நெய்,ney
9429,to manifest (to appear or become evident),verb,c1,intransitive,வெளிப்படு / தோன்று / புலப்படு,veḷippaṭu / tōṉṟu / pulappaṭu
9430,to manifest (to show or demonstrate qualities),verb,c1,transitive,வெளிப்படுத்து / காட்டு / வெளிக்காட்டு,veḷippaṭuttu / kāṭṭu / veḷikkāṭṭu
9431,"to manipulate (influence deceptively, unscrupulously)",verb,c1,transitive,கையாளு / சூழ்ச்சி செய்,kaiyāḷu / cūḻcci cey
9432,"to manipulate (skillfully handle, control object)",verb,c1,transitive,கையாளு / இயக்கு,kaiyāḷu / iyakku
9433,to march (in a procession or protest),verb,c1,intransitive,அணிவகுத்துச் செல் / ஊர்வலம் செல் / பேரணி செல்,aṇivakuttuc cel / ūrvalam cel / pēraṇi cel
9434,to march (military drill or parade),verb,c1,intransitive,அணிவகுத்துச் செல் / அணிநடை போடு,aṇivakuttuc cel / aṇinaṭai pōṭu
9435,to mature (financial instrument),verb,c1,intransitive,முதிர்வடை,mutirvaṭai
9436,"to mature (person, idea)",verb,c1,intransitive,முதிர்ச்சியடை / வளர்ச்சி பெறு,mutircciyaṭai / vaḷarcci peṟu
9437,to maximize,verb,c1,transitive,அதிகப்படுத்து / உச்சப்படுத்து / பெருமமாக்கு,atikappaṭuttu / uccappaṭuttu / perumamākku
9438,to mentor,verb,c1,transitive,வழிகாட்டு / ஆலோசனை வழங்கு,vaḻikāṭṭu / ālōcaṉai vaḻaṅku
9440,"to merge (companies, organizations) [intransitive]",verb,c1,intransitive,ஒன்றிணை / இணை,oṉṟiṇai / iṇai
9441,"to merge (companies, organizations) [transitive]",verb,c1,transitive,ஒன்றிணை / இணை,oṉṟiṇai / iṇai
9442,"to merge (traffic, streams)",verb,c1,intransitive,கல / சங்கமி / ஒன்றிணை,kala / caṅkami / oṉṟiṇai
9444,to minimize (make less important/reduce),verb,c1,transitive,குறை / முக்கியத்துவத்தைக் குறை / சிறுமைப்படுத்து,kuṟai / mukkiyattuvattaik kuṟai / ciṟumaippaṭuttu
9445,to minimize (reduce to the smallest possible),verb,c1,transitive,குறை / மிகக் குறைவாக்கு / சிறுமமாக்கு,kuṟai / mikak kuṟaivākku / ciṟumamākku
9446,to mobilize (people or support),verb,c1,transitive,திரட்டு / அணிதிரட்டு,tiraṭṭu / aṇitiraṭṭu
9447,to mobilize (resources or military),verb,c1,transitive,திரட்டு / அணிதிரட்டு / தயார்படுத்து,tiraṭṭu / aṇitiraṭṭu / tayārpaṭuttu
9448,to neglect,verb,c1,transitive,புறக்கணி / கவனிக்காமல் விடு / அலட்சியப்படுத்து,puṟakkaṇi / kavaṉikkāmal viṭu / alaṭciyappaṭuttu
9449,to nod (in agreement or greeting),verb,c1,intransitive,தலையசை,talaiyacai
9450,"to nod (off, due to sleepiness)",verb,c1,intransitive,தூங்கி வழி / கண்ணயரு,tūṅki vaḻi / kaṇṇayaru
9451,to nominate (electoral candidate),verb,c1,transitive,பரிந்துரை / முன்மொழி,parinturai / muṉmoḻi
9452,to nominate (for an award or honor),verb,c1,transitive,பரிந்துரை / முன்மொழி,parinturai / muṉmoḻi
9453,"to notify (officially, declare)",verb,c1,transitive,அறிவி / தெரிவி / பிரகடனப்படுத்து,aṟivi / terivi / pirakaṭaṉappaṭuttu
9454,to oblige (to require legally or morally),verb,c1,transitive,கட்டாயப்படுத்து / கடமைப்படுத்து,kaṭṭāyappaṭuttu / kaṭamaippaṭuttu
9455,to oblige (to require),verb,c1,transitive,தேவைப்படுத்து / கட்டாயப்படுத்து,tēvaippaṭuttu / kaṭṭāyappaṭuttu
9456,"to obsess (excessive, worrying preoccupation)",verb,c1,intransitive,அதீத கவலை கொள் / பித்து பிடி / மனதை ஆக்கிரமி,atīta kavalai koḷ / pittu piṭi / maṉatai ākkirami
9457,to obsess (fixated),verb,c1,intransitive,பித்து பிடி / ஆழ்ந்துவிடு / மனதை ஆக்கிரமி,pittu piṭi / āḻntuviṭu / maṉatai ākkirami
9458,"to obsess (to focus intensely, be fixated)",verb,c1,intransitive,தீவிர கவனம் செலுத்து / பித்து பிடி / ஆழ்ந்துவிடு,tīvira kavaṉam celuttu / pittu piṭi / āḻntuviṭu
9459,to obsess (worrying),verb,c1,intransitive,அதீத கவலை கொள் / கவலைப்படு / பித்து பிடி,atīta kavalai koḷ / kavalaippaṭu / pittu piṭi
