english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
to drown out (suppress sound),verb,శబ్దాన్ని అణచివేయు / వినిపించకుండా చేయు / ముంచివేయు,śabdānni aṇacivēyu / vinipiṁcakuṁḍā cēyu / muṁcivēyu,transitive,c1
to dub (to confer a title),verb,బిరుదు ఇవ్వు / బిరుదు ప్రదానం చేయి,birudu ivvu / birudu pradānaṁ cēyi,transitive,c1
to ease (to alleviate),verb,తగ్గించు / ఉపశమనం కలిగించు / తేలిక చేయి,taggiṁcu / upaśamanaṁ kaligiṁcu / tēlika cēyi,transitive,c1
to ease (to subside),verb,తగ్గు / ఉపశమించు / సద్దుమణుగు,taggu / upaśamiṁcu / saddumaṇugu,intransitive,c1
to echo (idea or sentiment),verb,ప్రతిబింబించు / ప్రతిధ్వనించు,pratibiṁbiṁcu / pratidhvaniṁcu,intransitive,c1
to echo (sound),verb,ప్రతిధ్వనించు / మారుమోగు,pratidhvaniṁcu / mārumōgu,intransitive,c1
to elevate (improve quality or moral standing),verb,ఉన్నతీకరించు / మెరుగుపరచు / స్థాయి పెంచు,unnatīkariṁcu / meruguparacu / sthāyi peṁcu,transitive,c1
to elevate (physically lift),verb,పైకి ఎత్తు / లేవనెత్తు,paiki ettu / lēvanettu,transitive,c1
to elevate (raise status or rank),verb,ఉన్నత స్థానానికి పెంచు / పదోన్నతి కల్పించు / స్థాయి పెంచు,unnata sthānāniki peṁcu / padōnnati kalpiṁcu / sthāyi peṁcu,transitive,c1
to embark (board),verb,ఎక్కు / ప్రయాణం ప్రారంభించు,ekku / prayāṇaṁ prāraṁbhiṁcu,transitive,c1
"to embark (on a project, venture)",verb,ప్రారంభించు / పూనుకో / మొదలుపెట్టు,prāraṁbhiṁcu / pūnukō / modalupeṭṭu,intransitive,c1
"to embark (on a vehicle, journey)",verb,బయలుదేరు / ప్రయాణం ప్రారంభించు / ఎక్కు,bayaludēru / prayāṇaṁ prāraṁbhiṁcu / ekku,intransitive,c1
to embed (insert digital content),verb,పొందుపరచు / చేర్చు / అమర్చు,poṁduparacu / cērcu / amarcu,transitive,c1
to embody (to represent a quality),verb,ప్రతిబింబించు / మూర్తీభవించు / ఉదాహరణగా నిలువు,pratibiṁbiṁcu / mūrtībhaviṁcu / udāharaṇagā niluvu,transitive,c1
to embody (to take physical form),verb,మూర్తీభవించు / రూపం దాల్చు / ఆకారం పొందు,mūrtībhaviṁcu / rūpaṁ dālcu / ākāraṁ poṁdu,intransitive,c1
to empower (authorize legally),verb,అధికారం ఇవ్వు / సాధికారత కల్పించు,adhikāraṁ ivvu / sādhikārata kalpiṁcu,transitive,c1
to enact (a law),verb,చట్టం చేయి / అమలు చేయి / శాసించు,caṭṭaṁ cēyi / amalu cēyi / śāsiṁcu,transitive,c1
"to enact (a scene, role)",verb,నటించు / ప్రదర్శించు / అభినయించు,naṭiṁcu / pradarśiṁcu / abhinayiṁcu,transitive,c1
"to encompass (scope, comprehensiveness)",verb,కలిగి ఉండు / విస్తరించి ఉండు / చుట్టుముట్టు,kaligi uṁḍu / vistariṁci uṁḍu / cuṭṭumuṭṭu,transitive,c1
to endorse (formally approve),verb,ఆమోదించు / మద్దతు ఇవ్వు / ధృవీకరించు,āmōdiṁcu / maddatu ivvu / dhr̥vīkariṁcu,transitive,c1
"to endorse (to publicly support a product, candidate)",verb,మద్దతు ఇవ్వు / బలపరుచు / ప్రచారం చేయి,maddatu ivvu / balaparucu / pracāraṁ cēyi,transitive,c1
to endure (to last or survive),verb,నిలబడు / కొనసాగు / తట్టుకో,nilabaḍu / konasāgu / taṭṭukō,intransitive,c1
to enforce,verb,అమలు చేయి / అమలుపరచు / వర్తింపజేయు,amalu cēyi / amaluparacu / vartiṁpajēyu,transitive,c1
to enquire (to ask for information),verb,అడుగు / ఆరా తీయు / సమాచారం తెలుసుకో,aḍugu / ārā tīyu / samācāraṁ telusukō,transitive,c1
to enquire (to investigate),verb,విచారించు / దర్యాప్తు చేయి / పరిశోధించు,vicāriṁcu / daryāptu cēyi / pariśōdhiṁcu,transitive,c1
to enrich (financially or physically),verb,సుసంపన్నం చేయి / సంపన్నం చేయి / వృద్ధి చేయి,susaṁpannaṁ cēyi / saṁpannaṁ cēyi / vr̥ddhi cēyi,transitive,c1
to enrich (improve quality or value),verb,పెంపొందించు / సుసంపన్నం చేయు / అభివృద్ధి చేయు,peṁpoṁdiṁcu / susaṁpannaṁ cēyu / abhivr̥ddhi cēyu,transitive,c1
to enrol (oneself),verb,నమోదు చేసుకో / పేరు నమోదు చేసుకో / చేరు,namōdu cēsukō / pēru namōdu cēsukō / cēru,intransitive,c1
to enrol (register someone),verb,నమోదు చేయు / పేరు నమోదు చేయు / చేర్చు,namōdu cēyu / pēru namōdu cēyu / cērcu,transitive,c1
to ensue,verb,జరుగు / సంభవించు / ఫలితంగా వచ్చు,jarugu / saṁbhaviṁcu / phalitaṁgā vaccu,intransitive,c1
to entitle (to give a right or claim),verb,హక్కు కల్గించు / అర్హత కల్పించు / అధికారం ఇవ్వు,hakku kalgiṁcu / arhata kalpiṁcu / adhikāraṁ ivvu,transitive,c1
to entitle (to name a document or work),verb,శీర్షిక పెట్టు / పేరు పెట్టు / శీర్షిక ఇవ్వు,śīrṣika peṭṭu / pēru peṭṭu / śīrṣika ivvu,transitive,c1
to erect (a building or monument),verb,నిర్మించు / కట్టు / స్థాపించు,nirmiṁcu / kaṭṭu / sthāpiṁcu,transitive,c1
to erect (to set upright or raise),verb,నిలబెట్టు / లేపు / నిటారుగా నిలబెట్టు,nilabeṭṭu / lēpu / niṭārugā nilabeṭṭu,transitive,c1
"to escalate (intransitive, situation worsening)",verb,పెరుగు / తీవ్రతరం అగు / ఎక్కువ అగు,perugu / tīvrataraṁ agu / ekkuva agu,intransitive,c1
"to escalate (transitive, to intensify)",verb,పెంచు / తీవ్రతరం చేయు / ఎక్కువ చేయు,peṁcu / tīvrataraṁ cēyu / ekkuva cēyu,transitive,c1
"to evacuate (bowels, stomach contents)",verb,విసర్జించు / ఖాళీ చేయు / బయటకు పంపు,visarjiṁcu / khāḷī cēyu / bayaṭaku paṁpu,transitive,c1
to evacuate (people from a dangerous place),verb,తరలించు / ఖాళీ చేయించు / సురక్షిత ప్రాంతానికి పంపు,taraliṁcu / khāḷī cēyiṁcu / surakṣita prāṁtāniki paṁpu,transitive,c1
to evoke (a reaction or response),verb,కల్గించు / రేకెత్తించు / తెప్పించు,kalgiṁcu / rēkettiṁcu / teppiṁcu,transitive,c1
to evoke (memory or feeling),verb,గుర్తుకు తెచ్చు / రేకెత్తించు / స్ఫురింపజేయు,gurtuku teccu / rēkettiṁcu / sphuriṁpajēyu,transitive,c1
to exaggerate,verb,అతిశయోక్తి చేయు / ఎక్కువ చేసి చెప్పు / పెంచి చెప్పు,atiśayōkti cēyu / ekkuva cēsi ceppu / peṁci ceppu,transitive,c1
to execute (a document or contract),verb,అమలు చేయు / సంతకం చేయు / చేయు,amalu cēyu / saṁtakaṁ cēyu / cēyu,transitive,c1
to execute (a document),verb,సంతకం చేయు / అమలు చేయు / పూర్తి చేయు,saṁtakaṁ cēyu / amalu cēyu / pūrti cēyu,transitive,c1
"to execute (a person, legally)",verb,ఉరి తీయు / మరణశిక్ష విధించు / చంపు,uri tīyu / maraṇaśikṣa vidhiṁcu / caṁpu,transitive,c1
to exert (force or influence),verb,ప్రయోగించు / చూపు / ఉపయోగించు,prayōgiṁcu / cūpu / upayōgiṁcu,transitive,c1
to exert (make a great effort),verb,కష్టపడు / ప్రయత్నించు / శ్రమించు,kaṣṭapaḍu / prayatniṁcu / śramiṁcu,intransitive,c1
to exit (a software program),verb,బయటకు వచ్చు / నిష్క్రమించు / ఎగ్జిట్ అగు,bayaṭaku vaccu / niṣkramiṁcu / egjiṭ agu,intransitive,c1
to exit (to withdraw from an agreement),verb,విరమించుకో / బయటకు వచ్చు / నిష్క్రమించు,viramiṁcukō / bayaṭaku vaccu / niṣkramiṁcu,intransitive,c1
to expire (to die),verb,చనిపో / మరణించు / కాలం చేయు,canipō / maraṇiṁcu / kālaṁ cēyu,intransitive,c1
to expire (validity period),verb,గడువు ముగియు / కాలం చెల్లు / ఎక్స్‌పైర్ అగు,gaḍuvu mugiyu / kālaṁ cellu / ekspair agu,intransitive,c1
"to extract (information, data)",verb,సేకరించు / రాబట్టు / తీయు,sēkariṁcu / rābaṭṭu / tīyu,transitive,c1
"to extract (substance, physical item)",verb,తీయు / వెలికితీయు / సంగ్రహించు,tīyu / velikitīyu / saṁgrahiṁcu,transitive,c1
"to facilitate (a discussion, workshop)",verb,నిర్వహించు / సులభతరం చేయు / సమన్వయం చేయు,nirvahiṁcu / sulabhataraṁ cēyu / samanvayaṁ cēyu,transitive,c1
to facilitate (to make easier),verb,సులభతరం చేయు / సులువు చేయు / సహాయపడు / తోడ్పడు,sulabhataraṁ cēyu / suluvu cēyu / sahāyapaḍu / tōḍpaḍu,transitive,c1
"to fade (away, diminish)",verb,తగ్గు / క్షీణించు / మాయమగు,taggu / kṣīṇiṁcu / māyamagu,intransitive,c1
to fade (color),verb,రంగు వెలసిపోవు / వెలసిపోవు / రంగు తగ్గు,raṁgu velasipōvu / velasipōvu / raṁgu taggu,intransitive,c1
"to filter (information, data, or noise)",verb,ఫిల్టర్ చేయు / వడపోయు / జల్లించు,philṭar cēyu / vaḍapōyu / jalliṁcu,transitive,c1
to filter (liquid or physical substances),verb,వడపోయు / వడగట్టు / జల్లించు,vaḍapōyu / vaḍagaṭṭu / jalliṁcu,transitive,c1
to fine,verb,జరిమానా విధించు / ఫైన్ వేయు / దండించు,jarimānā vidhiṁcu / phain vēyu / daṁḍiṁcu,transitive,c1
to flee (run away immediately),verb,పారిపోవు / తప్పించుకుపోవు / పలాయనం చేయు,pāripōvu / tappiṁcukupōvu / palāyanaṁ cēyu,intransitive,c1
"to flee (to make an escape, retreat)",verb,తప్పించుకుపోవు / పలాయనం చేయు / పారిపోవు / వెనకడుగు వేయు,tappiṁcukupōvu / palāyanaṁ cēyu / pāripōvu / venakaḍugu vēyu,intransitive,c1
"to flourish (to thrive, prosper)",verb,వర్థిల్లు / అభివృద్ధి చెందు / వికసించు / వృద్ధినొందు,varthillu / abhivr̥ddhi ceṁdu / vikasiṁcu / vr̥ddhinoṁdu,intransitive,c1
to flourish (to wave dramatically),verb,ఊపు / విసురు / ప్రదర్శించు,ūpu / visuru / pradarśiṁcu,transitive,c1
"to forge (a lie, falsify)",verb,కల్పించు / నకిలీ చేయు / మోసం చేయు,kalpiṁcu / nakilī cēyu / mōsaṁ cēyu,transitive,c1
"to forge (a relationship, path)",verb,ఏర్పరచు / నిర్మించు / పెంపొందించు,ērparacu / nirmiṁcu / peṁpoṁdiṁcu,transitive,c1
